"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"1568","의원","01_01_02_P","5710000","PHMA119974360079041100004","1997-03-28","","01","영업/정상","13","영업중","","","","","0432337339","","","충청북도 청주시 흥덕구 가경동 1453-1 해피맘산부인과","충청북도 청주시 흥덕구 풍산로 36, 해피맘산부인과 2,3층 (가경동)","28399","해피맘산부인과의원","2024-03-15 09:42:34","U","2024-03-17 02:40:00","의원","238793.934008327","347342.561355165","의원","2","10","10","855.18","110","산부인과","","","","0","0","","","0","",
"1569","의원","01_01_02_P","5710000","PHMA120145710010041100001","2014-10-16","","01","영업/정상","13","영업중","","","","","043-295-2275","","","","충청북도 청주시 상당구 남일면 단재로 461, 2층","28187","예드림치과의원","2024-08-05 14:40:05","U","2024-08-07 02:40:00","치과의원","245336.423615071","343339.920998205","치과의원","1","0","0","199.36","403 406 407 412","치과보철과, 치주과, 치과보존과, 통합치의학과","","","","0","0","","","0","",
"1570","의원","01_01_02_P","5710000","PHMA120145710012041100004","2014-09-04","","01","영업/정상","13","영업중","","","","","233-1020","","361-872","충청북도 청주시 흥덕구 강서동 493번지","충청북도 청주시 흥덕구 강서로 122 (강서동)","28378","미하이의원","2024-11-08 04:13:42","U","2024-11-10 02:40:00","의원","238397.23770085","347161.732027788","의원","4","0","0","541.86","114 108","성형외과, 피부과","","","","0","0","","","0","",
"1571","의원","01_01_02_P","5710000","PHMA119924360069041100004","1992-03-16","","01","영업/정상","13","영업중","","","","","253-9111","","360-041","충청북도 청주시 상당구 남문로1가 1번지 6호","충청북도 청주시 상당구 상당로 37, 1층 (남문로1가)","28531","도내과의원","2021-02-12 04:13:37","U","2021-02-14 02:40:00","의원","243824.422363896","347922.617299274","의원","1","0","0","105.6","101","내과","","","","0","0","","","0","",
"1572","의원","01_01_02_P","5710000","PHMA119924360069041100005","1992-03-16","","01","영업/정상","13","영업중","","","","","043-283-0830","","","","충청북도 청주시 상당구 중흥로 181, 2층 (용암동)","28763","동남한의원","2024-10-14 11:03:51","U","2024-10-16 02:40:00","한의원","245795.768131174","346558.859212486","한의원","1","0","0","187.61","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1573","의원","01_01_02_P","5710000","PHMA120145710012041100002","2014-08-04","","01","영업/정상","13","영업중","","","","","1600-8234","","","충청북도 청주시 흥덕구 강서동 493","충청북도 청주시 흥덕구 강서로 122, 601호, 602호, 603호 (강서동)","28378","포에버의원","2025-04-23 18:19:39","U","2025-04-25 02:40:00","의원","238397.23770085","347161.732027788","의원","4","0","0","762","114 108","성형외과, 피부과","","","","0","0","","","0","",
"1574","의원","01_01_02_P","5710000","PHMA119924360069041100007","1992-04-04","","01","영업/정상","13","영업중","","","","","043-253-2332","","","","충청북도 청주시 상당구 중앙로 24-3 (북문로2가)","28543","효성한의원","2023-02-10 15:21:47","U","2023-05-26 08:48:36","한의원","243650.304147155","348790.493453095","한의원","1","0","0","0","301 302 303 304 305 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"1575","의원","01_01_02_P","5710000","PHMA120145710013041100001","2014-07-23","","01","영업/정상","13","영업중","","","","","043-213-6223","","","","충청북도 청주시 청원구 충청대로 175, 401호 (주중동)","28325","다나한한의원","2023-01-03 09:26:38","U","2023-05-26 08:48:36","한의원","244245.160179152","352402.805810003","한의원","1","0","0","124.9","301 302 303 304 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과","","","","0","0","","","0","",
"1576","의원","01_01_02_P","5710000","PHMA119924360069041100008","1992-04-11","","01","영업/정상","13","영업중","","","","","0432580174","","360-060","충청북도 청주시 상당구 석교동 93번지 3호","충청북도 청주시 상당구 단재로 21-1 (석교동)","28725","김영태신경외과의원","2025-04-24 21:15:39","U","2025-04-26 02:40:00","의원","244021.110537798","347367.475455398","의원","10","9","29","1439.54","106 105 101 122 114 113 115","내과, 정형외과, 신경외과, 이비인후과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"1577","의원","01_01_02_P","5710000","PHMA119924360069041100010","1992-04-24","","01","영업/정상","13","영업중","","","","","043-222-7373","","","","충청북도 청주시 상당구 수영로 228, 2층 (금천동)","28732","조성환치과의원","2019-11-14 22:14:32","U","2019-11-16 02:40:00","치과의원","245043.594603316","347203.079014223","치과의원","1","0","0","127.05","411 407 406 405 403","치과보철과, 소아치과, 치주과, 치과보존과, 예방치과","","","","0","0","","","0","",
"1578","의원","01_01_02_P","5710000","PHMA120134360079041100018","2013-06-17","","01","영업/정상","13","영업중","","","","","239-4226","","361-815","충청북도 청주시 흥덕구 복대동 2464번지 (3층)","충청북도 청주시 흥덕구 진재로 51, 3층 (복대동)","28416","365열린가정의학과의원","2020-03-14 00:14:02","U","2020-03-17 02:40:00","의원","238323.003828461","348378.695470342","의원","1","0","0","152.52","122 101 111 113 105 114 112 104","외과, 안과, 피부과, 정형외과, 이비인후과, 소아청소년과, 내과, 가정의학과","","","","0","0","","","0","",
"1579","의원","01_01_02_P","5710000","PHMA119964360079041100026","1996-12-04","","01","영업/정상","13","영업중","","","","","291-2686","","","충청북도 청주시 서원구 수곡동 903번지","충청북도 청주시 서원구 구룡산로 238 (수곡동, 문연합의원)","28697","문연합의원","2017-09-05 18:37:09","I","2018-08-31 23:59:59","의원","242137.500276534","346168.004792825","","","","","","","","","","","","","","","","",
"1580","의원","01_01_02_P","5710000","PHMA119964360079041100027","1996-12-04","","01","영업/정상","13","영업중","","","","","043-291-2159","","","","충청북도 청주시 서원구 수곡로 49 (수곡동)","28697","심치과의원","2025-02-18 11:44:51","U","2025-02-20 02:40:00","치과의원","242216.350943606","346228.564961971","치과의원","1","0","0","0","412 411 410 409 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1581","의원","01_01_02_P","5710000","PHMA120034360069041100051","2003-08-21","","01","영업/정상","13","영업중","","","","","283-2839","","360-803","충청북도 청주시 상당구 금천동 286번지","충청북도 청주시 상당구 중고개로 320, 2층 (금천동)","28744","성모안과의원","2017-09-05 18:37:14","I","2018-08-31 23:59:59","의원","245120.131514746","347780.777373038","","","","","","","","","","","","","","","","",
"1582","의원","01_01_02_P","5710000","PHMA120084360079041100058","2008-12-03","","01","영업/정상","13","영업중","","","","","043-265-7400","","","충청북도 청주시 흥덕구 송절동 813","충청북도 청주시 흥덕구 송화로 182, 202호 (송절동)","28292","수연합치과의원","2024-12-23 10:56:55","U","2024-12-25 02:40:00","치과의원","240405.296645477","351898.295720835","치과의원","2","0","0","155.2","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"1583","의원","01_01_02_P","5710000","PHMA119815710106041100001","1981-09-21","","01","영업/정상","13","영업중","","","","","201-3683","","","충청북도 청주시 상당구 미원면 285번지 1호","충청북도 청주시 상당구 미원면 운암계원로 615","28201","금관보건진료소","2015-12-10 09:24:50","I","2018-08-31 23:59:59","보건진료소","264717.659142117","346914.995386452","","","","","","","","","","","","","","","","",
"1584","의원","01_01_02_P","5710000","PHMA119835710108041100002","1983-10-01","","01","영업/정상","13","영업중","","","","","043-201-3697","","","충청북도 청주시 흥덕구 옥산면 소로리 262번지 4호","충청북도 청주시 흥덕구 옥산면 소로1길 68","28111","소로보건진료소","2015-11-30 15:46:43","I","2018-08-31 23:59:59","보건진료소","236087.134585986","354123.85789588","","","","","","","","","","","","","","","","",
"1585","의원","01_01_02_P","5710000","PHMA120074360069041100043","2007-04-02","","01","영업/정상","13","영업중","","","","","292-7520","","360-190","충청북도 청주시 상당구 용담동 404번지","충청북도 청주시 상당구 수영로 307, 2층 (용담동)","28744","성천모내과의원","2017-09-05 18:37:17","I","2018-08-31 23:59:59","의원","245263.166303321","347973.387184852","","","","","","","","","","","","","","","","",
"1586","의원","01_01_02_P","5710000","PHMA120125710108041100001","2012-05-09","","01","영업/정상","13","영업중","","","","","043-201-3610","","","충청북도 청주시 흥덕구 오송읍 연제리 709번지","충청북도 청주시 흥덕구 오송읍 오송생명3로 67 (보건소지소)","28165","오송생명과학단지 보건지소","2017-09-05 18:37:21","I","2018-08-31 23:59:59","보건지소","229136.147585575","347886.188866054","","","","","","","","","","","","","","","","",
"1587","의원","01_01_02_P","5710000","PHMA119815710108041100002","1981-09-21","","01","영업/정상","13","영업중","","","","","043-201-3694","","","충청북도 청주시 흥덕구 강내면 태성리 288번지 5호","충청북도 청주시 흥덕구 강내면 태성2길 9-39 (태성보건진료소)","28174","태성보건진료소","2015-11-30 14:41:24","I","2018-08-31 23:59:59","보건진료소","231270.1607131","342893.753519217","","","","","","","","","","","","","","","","",
"1588","의원","01_01_02_P","5710000","PHMA120074360069041100008","2007-05-14","","01","영업/정상","13","영업중","","","","","0432875775","","360-812","충청북도 청주시 상당구 용암동 2656번지","충청북도 청주시 상당구 중고개로 180-5, 2층 (용암동, 지호빌딩)","28762","본치과의원","2022-11-18 12:25:57","U","2022-11-20 02:40:00","치과의원","246036.57062158","346751.42423838","치과의원","1","0","0","112","411 407 406 405 403","치과보철과, 소아치과, 치주과, 치과보존과, 예방치과","","","","0","0","","","0","",
"1589","의원","01_01_02_P","5710000","PHMA119855710106041100003","1985-10-01","","01","영업/정상","13","영업중","","","","","201-3684","","","충청북도 청주시 상당구 미원면 212번지","충청북도 청주시 상당구 미원면 터기암길 6-42","28198","기암보건진료소","2015-12-10 09:14:40","I","2018-08-31 23:59:59","보건진료소","256520.287909606","351446.356214483","","","","","","","","","","","","","","","","",
"1590","의원","01_01_02_P","5710000","PHMA120074360069041100032","2007-06-14","","01","영업/정상","13","영업중","","","","","0432967522","","360-803","충청북도 청주시 상당구 금천동 279번지","충청북도 청주시 상당구 중고개로 330-1 (금천동)","28744","아이사랑 치과의원","2022-11-18 12:36:53","U","2022-11-20 02:40:00","치과의원","245025.445197133","347825.681793157","치과의원","1","0","0","222.6","411 407 406 405 403","치과보철과, 소아치과, 치주과, 치과보존과, 예방치과","","","","0","0","","","0","",
"1591","의원","01_01_02_P","5710000","PHMA119845710106041100003","1984-10-01","","01","영업/정상","13","영업중","","","","","201-3682","","","충청북도 청주시 상당구 낭성면 392번지 2호","충청북도 청주시 상당구 낭성면 갈산무성길 5","28192","갈산보건진료소","2015-12-10 09:28:10","I","2018-08-31 23:59:59","보건진료소","250875.8408584","350630.511638652","","","","","","","","","","","","","","","","",
"1592","의원","01_01_02_P","5710000","PHMA119904360069041100006","1990-04-24","","01","영업/정상","13","영업중","","","","","256-1115","","360-042","충청북도 청주시 상당구 남문로2가 20번지 2호","충청북도 청주시 상당구 남사로 137 (남문로2가)","28530","전영환비뇨기과의원","2017-09-05 18:37:04","I","2018-08-31 23:59:59","의원","243803.792820307","348013.918797116","","","","","","","","","","","","","","","","",
"1593","의원","01_01_02_P","5710000","PHMA120114360079041100005","2011-02-01","","01","영업/정상","13","영업중","","","","","235-8575","","361-803","충청북도 청주시 흥덕구 가경동 1704번지","충청북도 청주시 흥덕구 서부로 1303, 2층 (가경동)","28413","조엘소아청소년과의원","2022-07-14 20:43:47","U","2022-07-16 02:40:00","의원","239596.461441832","346174.260846975","의원","3","0","0","426.8","111 113 101","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"1594","의원","01_01_02_P","5710000","PHMA119904360069041100007","1990-04-30","","01","영업/정상","13","영업중","","","","","256-4956","","360-130","충청북도 청주시 상당구 서문동 6번지 6호","충청북도 청주시 상당구 사직대로350번길 11-2 (서문동)","28525","성모피부과의원","2017-09-05 18:37:04","I","2018-08-31 23:59:59","의원","243451.676079548","348432.740334032","","","","","","","","","","","","","","","","",
"1595","의원","01_01_02_P","5710000","PHMA120064360069041100030","2006-07-20","","01","영업/정상","13","영업중","","","","","222-7582","","360-060","충청북도 청주시 상당구 석교동 166번지","충청북도 청주시 상당구 청남로 2192, 1층,2층 (석교동)","28711","진안과의원","2017-09-05 18:37:16","I","2018-08-31 23:59:59","의원","243824.111055831","347444.217045357","","","","","","","","","","","","","","","","",
"1596","의원","01_01_02_P","5710000","PHMA119904360069041100008","1990-04-30","","01","영업/정상","13","영업중","","","","","043-253-3200","","","충청북도 청주시 상당구 북문로3가 123 청주행정타운코아루휴티스","충청북도 청주시 상당구 중앙로 80, 2층 209호 (북문로3가, 청주행정타운코아루휴티스)","28542","홍종문정신건강의학과의원","2022-08-05 16:30:22","U","2022-08-07 02:40:00","의원","243642.528737489","349337.008991526","의원","1","0","0","120.23","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"1597","의원","01_01_02_P","5710000","PHMA120114360069041100002","2011-02-09","","01","영업/정상","13","영업중","","","","","043-221-1275","","","","충청북도 청주시 상당구 상당로 10-1 (서운동)","28715","제세현한의원","2025-03-11 10:45:36","U","2025-03-13 02:40:00","한의원","243893.031305173","347666.50742138","한의원","1","0","0","89.44","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1598","의원","01_01_02_P","5710000","PHMA119914360079041100003","1991-02-12","","01","영업/정상","13","영업중","","","","","043-268-0315","","","","충청북도 청주시 서원구 1순환로 672 (사창동, 동서한의원)","28643","동서한의원","2017-11-09 11:11:37","I","2018-08-31 23:59:59","한의원","241095.455399621","348147.365727173","","","","","","","","","","","","","","","","",
"1599","의원","01_01_02_P","5710000","PHMA120014360079041100018","2001-03-15","","01","영업/정상","13","영업중","","","","","285-1112","","362-150","충청북도 청주시 서원구 수곡동 334번지","충청북도 청주시 서원구 구룡산로 321, 2층 (수곡동)","28681","소망가정의학과의원","2018-02-02 10:43:27","I","2018-08-31 23:59:59","의원","242885.946249057","346498.361995886","","","","","","","","","","","","","","","","",
"1600","의원","01_01_02_P","5710000","PHMA119904360069041100014","1990-11-05","","01","영업/정상","13","영업중","","","","","043-254-4941","","","충청북도 청주시 청원구 내덕동 217번지 10호","충청북도 청주시 청원구 상당로 295-3, 5층 (내덕동, MD하우스)","28479","청주한의원","2024-07-18 16:27:22","U","2024-07-20 02:40:00","한의원","243576.121192068","350484.283094842","한의원","1","0","0","118.22","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1601","의원","01_01_02_P","5710000","PHMA120114360079041100007","2011-02-22","","01","영업/정상","13","영업중","","","","","275-7755","","362-832","충청북도 청주시 서원구 사창동 222번지 7호 재미슨타워","충청북도 청주시 서원구 사직대로 115, 4층 (사창동)","28568","장쾌한내과의원","2020-03-13 03:13:58","U","2020-03-15 02:40:00","의원","241104.922972417","348323.502003043","의원","2","0","0","330","101 111 113","이비인후과, 소아청소년과, 내과","","","","0","0","","","0","",
"1602","의원","01_01_02_P","5710000","PHMA120004360079041100016","2000-04-25","","01","영업/정상","13","영업중","","","","","043-269-0028","","","","충청북도 청주시 흥덕구 풍산로 23, 4층 (가경동)","28395","김학민치과의원","2024-09-30 17:08:28","U","2024-10-02 02:40:00","치과의원","238662.418048145","347341.582462659","치과의원","1","0","0","114.5","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1603","의원","01_01_02_P","5710000","PHMA120004360079041100019","2000-05-02","","01","영업/정상","13","영업중","","","","","-234-0028","","","","충청북도 청주시 흥덕구 2순환로1050번길 13-1, 2층 (비하동)","28361","박하치과의원","2024-09-12 11:52:31","U","2024-09-14 02:40:00","치과의원","237629.727754866","348931.562604387","치과의원","2","0","0","105.6","402 403 405 406 407 408 409 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1604","의원","01_01_02_P","5710000","PHMA120004360079041100021","2000-05-19","","01","영업/정상","13","영업중","","","","","043-236-9797","","","충청북도 청주시 흥덕구 강서동 526번지 DS빌딩","충청북도 청주시 흥덕구 2순환로 1254, DS빌딩 7층 (강서동)","28378","연세성형외과의원","2017-12-18 16:33:24","I","2018-08-31 23:59:59","의원","238477.569244326","347093.97252865","","","","","","","","","","","","","","","","",
"1605","의원","01_01_02_P","5710000","PHMA120004360079041100022","2000-05-19","","01","영업/정상","13","영업중","","","","","236-3375","","361-260","충청북도 청주시 흥덕구 가경동 1411번지","충청북도 청주시 흥덕구 풍년로 162, 3층 (가경동)","28395","황문하비뇨기과의원","2017-09-05 18:37:11","I","2018-08-31 23:59:59","의원","238642.289355847","347376.098956828","","","","","","","","","","","","","","","","",
"1606","의원","01_01_02_P","5710000","PHMA119984360069041100033","1998-06-24","","01","영업/정상","13","영업중","","","","","223-8275","","360-060","충청북도 청주시 상당구 석교동 135번지 5층","충청북도 청주시 상당구 청남로 2200, 5층 (석교동)","28711","성모정신건강의학과의원","2017-09-05 18:37:09","I","2018-08-31 23:59:59","의원","243882.06406976","347516.128562569","","","","","","","","","","","","","","","","",
"1607","의원","01_01_02_P","5710000","PHMA119984360069041100031","1998-07-30","","01","영업/정상","13","영업중","","","","","0432595525","","360-020","충청북도 청주시 상당구 영동 104번지 7호","충청북도 청주시 상당구 교서로 2 (영동)","28545","김태일치과의원","2022-11-17 19:06:42","U","2022-11-19 02:40:00","치과의원","243438.649937838","348521.345210203","치과의원","1","0","0","0","411 408 407 406 405 404 403","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과","","","","0","0","","","0","",
"1608","의원","01_01_02_P","5710000","PHMA120134360079041100027","2013-10-10","","01","영업/정상","13","영업중","","","","","043-268-7510","","","","충청북도 청주시 흥덕구 대농로 47, 2층 207호208호 (복대동)","28425","하늘체한의원","2025-01-24 09:50:01","U","2025-01-26 02:40:00","한의원","238169.181815216","349099.790647865","한의원","1","0","0","187.2","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1609","의원","01_01_02_P","5710000","PHMA119934360069041100009","1993-04-28","","01","영업/정상","13","영업중","","","","","043-211-2875","","","","충청북도 청주시 청원구 율봉로 224 (율량동)","28333","박성운치과의원","2024-09-12 09:47:29","U","2024-09-14 02:40:00","치과의원","244051.884223437","351948.943717609","치과의원","1","0","0","220.73","403 412","치과보철과, 통합치의학과","","","","0","0","","","0","",
"1610","의원","01_01_02_P","5710000","PHMA120084360079041100059","2008-12-03","","01","영업/정상","13","영업중","","","","","043)295-7575","","","충청북도 청주시 서원구 분평동 1227번지 대상탑존빌딩 203호","충청북도 청주시 서원구 월평로 4 (분평동, 대상탑존빌딩)","28797","본이비인후과의원","2017-09-05 18:37:18","I","2018-08-31 23:59:59","의원","243336.749685923","345647.676617621","","","","","","","","","","","","","","","","",
"1611","의원","01_01_02_P","5710000","PHMA120034360069041100017","2003-09-09","","01","영업/정상","13","영업중","","","","","214-3375","","","","충청북도 청주시 청원구 율봉로 141, 3층 (율량동, 초원빌딩)","28338","탑비뇨기과의원","2017-09-05 18:37:14","I","2018-08-31 23:59:59","의원","243254.457067226","352016.431782616","","","","","","","","","","","","","","","","",
"1612","의원","01_01_02_P","5710000","PHMA120074360069041100022","2007-12-11","","01","영업/정상","13","영업중","","","","","043-223-7577","","","충청북도 청주시 청원구 우암동 323번지 21호 상당빌딩","충청북도 청주시 청원구 직지대로 874-2, 상당빌딩 2층 (우암동)","28535","현대연합의원","2019-04-16 16:28:59","U","2019-04-18 02:40:00","의원","243475.619513386","350014.931611533","의원","1","0","0","275.81","101 105 111 122 114","피부과, 가정의학과, 소아청소년과, 정형외과, 내과","","","","0","0","","","0","",
"1613","의원","01_01_02_P","5710000","PHMA120034360069041100018","2003-09-09","","01","영업/정상","13","영업중","","","","","0432922275","","360-803","충청북도 청주시 상당구 금천동","충청북도 청주시 상당구 산성로92번길 6, 4층 (금천동)","28744","굿모닝이치과의원","2022-11-17 18:56:45","U","2022-11-19 02:40:00","치과의원","244966.531604852","347853.730280968","치과의원","1","0","0","94.8","411 407 406 405 403","치과보철과, 소아치과, 치주과, 치과보존과, 예방치과","","","","0","0","","","0","",
"1614","의원","01_01_02_P","5710000","PHMA120064360069041100020","2006-05-08","","01","영업/정상","13","영업중","","","","","043-221-1075","","","","충청북도 청주시 상당구 쇠내로 86, 1층 (금천동)","28734","광제한의원","2025-01-23 23:45:09","U","2025-01-25 02:40:00","한의원","244947.628540463","347182.265043637","한의원","1","0","0","141.9","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1615","의원","01_01_02_P","5710000","PHMA119845710106041100002","1984-10-01","","01","영업/정상","13","영업중","","","","","201-3685","","","충청북도 청주시 상당구 미원면 363번지 1호","충청북도 청주시 상당구 미원면 미원초정로 472","28195","용곡보건진료소","2015-12-10 09:18:12","I","2018-08-31 23:59:59","보건진료소","257842.211025664","352829.83199713","","","","","","","","","","","","","","","","",
"1616","의원","01_01_02_P","5710000","PHMA119934360069041100010","1993-05-03","","01","영업/정상","13","영업중","","","","","0432523785","","360-060","충청북도 청주시 상당구 석교동 126번지 118호 2층,3층","충청북도 청주시 상당구 상당로1번길 2, 2층,3층 (석교동)","28534","유정훈치과의원","2022-11-18 09:49:22","U","2022-11-20 02:40:00","치과의원","243833.808345781","347581.535686929","치과의원","1","0","0","137.64","411 407 406 405 403","치과보철과, 소아치과, 치주과, 치과보존과, 예방치과","","","","0","0","","","0","",
"1617","의원","01_01_02_P","5710000","PHMA120074360069041100013","2007-10-10","","01","영업/정상","13","영업중","","","","","043-715-3375","","","","충청북도 청주시 상당구 무농정로 96, 201호 (용암동, 세원한아름아파트)","28780","용암형제한의원","2025-01-06 13:16:12","U","2025-01-08 02:40:00","한의원","245775.968496866","345497.56049026","한의원","1","0","0","70.73","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1618","의원","01_01_02_P","5710000","PHMA120064360069041100045","2006-03-07","","01","영업/정상","13","영업중","","","","","212-1217","","","","충청북도 청주시 청원구 율봉로 141, 3층 (율량동)","28338","조대현미즈산부인과의원","2017-09-05 18:37:16","I","2018-08-31 23:59:59","의원","243254.457067226","352016.431782616","","","","","","","","","","","","","","","","",
"1619","의원","01_01_02_P","5710000","PHMA120044360069041100049","2004-04-09","","01","영업/정상","13","영업중","","","","","043-297-1133","","360-190","충청북도 청주시 상당구 용담동 404번지","충청북도 청주시 상당구 수영로 307 (용담동)","28744","하늘땅한의원","2024-11-22 01:15:29","U","2024-11-24 02:40:00","한의원","245263.166303321","347973.387184852","한의원","1","0","0","264.6","301 304 307 302 308 305 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1620","의원","01_01_02_P","5710000","PHMA120124360079041100015","2012-05-07","","01","영업/정상","13","영업중","","","","","0432363328","","","충청북도 청주시 서원구 성화동 723번지 (2층)","충청북도 청주시 서원구 장전로6번길 34, 2,4층 (성화동)","28614","열린이비인후과의원","2020-03-13 11:43:56","U","2020-03-15 02:40:00","의원","239966.578188555","346278.413385006","의원","1","1","1","395.84","113 101 111 108 122","가정의학과, 성형외과, 소아청소년과, 내과, 이비인후과","","","","0","0","","","0","",
"1621","의원","01_01_02_P","5710000","PHMA120044360069041100065","2004-04-14","","01","영업/정상","13","영업중","","","","","043-297-2320","","","","충청북도 청주시 상당구 수영로 306, 201호 (금천동, 부영아파트상가)","28753","청목한의원","2017-11-14 17:41:11","I","2018-08-31 23:59:59","한의원","245338.567885533","347866.25374049","","","","","","","","","","","","","","","","",
"1622","의원","01_01_02_P","5710000","PHMA120124360069041100008","2012-05-10","","01","영업/정상","13","영업중","","","","","-222-2275","","","","충청북도 청주시 상당구 상당로26번길 4, 3층 (서운동, 대원빌딩)","28715","육거리제일치과의원","2024-09-25 18:21:39","U","2024-09-27 02:40:00","치과의원","243874.273011602","347801.927346221","치과의원","1","0","0","207.38","412 411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1623","의원","01_01_02_P","5710000","PHMA119924360069041100001","1992-01-10","","01","영업/정상","13","영업중","","","","","298-7000","","360-823","충청북도 청주시 상당구 용암1동 1595번지","충청북도 청주시 상당구 월평로 182 (용암동)","28776","최동석소아청소년과의원","2024-09-06 03:15:32","U","2024-09-08 02:40:00","의원","245052.669625097","345548.257505494","의원","2","0","0","0","111 101 104 113 114","내과, 외과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"1624","의원","01_01_02_P","5710000","PHMA120134360079041100017","2013-06-07","","01","영업/정상","13","영업중","","","","","043-238-3328","","","","충청북도 청주시 흥덕구 풍산로 18, 터미널타워 4층 (가경동)","28397","바른몸한의원","2024-01-19 11:03:31","U","2024-01-21 02:40:00","한의원","238647.430479081","347266.42281961","한의원","2","0","0","326.9","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1625","의원","01_01_02_P","5710000","PHMA120004360069041100060","2000-10-02","","01","영업/정상","13","영업중","","","","","043-256-4000","","","충청북도 청주시 청원구 우암동 326번지 5호","충청북도 청주시 청원구 중앙로 111 (우암동)","28538","감초당한의원","2019-04-04 09:01:58","U","2019-04-06 02:40:00","한의원","243551.085302171","349657.035654092","한의원","2","0","0","330.52","801 802 803 804 805 806 807 808 308 301 302 303 304 305 306 307","사상체질과, 한방재활의학과, 한방신경정신과, 한방안·이비인후·피부과, 한방소아과, 한방부인과, 한방내과, 침구과","","","","0","0","","","0","",
"1626","의원","01_01_02_P","5710000","PHMA120004360069041100062","2000-10-07","","01","영업/정상","13","영업중","","","","","043-256-5444","","","","충청북도 청주시 상당구 상당로 54 (문화동)","28516","청주중국한의원","2024-01-19 15:24:36","U","2024-01-21 02:40:00","한의원","243846.635136949","348103.516870942","한의원","1","0","0","343.78","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
